,,,Sr #,Compliance name,Country,Sr #,Cyber,Risk Category,Risk level,Service,Rule Name#,CyberQ Rule ID,Rule from Scanner,Match,Implemented in AWAF Folder,Added in Rule Set ,Version,Rational,AWS Ref Link,Remediation Link,Compliance Appliable,CIS Control ID,CIS Control Dis,NIST Control ID,NIST  Control Dis,ISO Control ID,ISO Control Dis,CCM v3 Control ID,CCM v3 Control Dis,AWAF Control ID,AWAF Control Dis,PCI DSS v3.2.1
Control id,PCI DSS v3.2.1
Control dis,GDPR Control ID,GDPR Control dis,,Jira Refernce ,Remediation 
,,,,,,#REF!,CQ-AWS-SNS-003,Data,HIGH,SNS,Ensure Amazon SNS topics do not allow unknown cross account access.,CQ-AWS-SNS-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SNS-004,Data,MEDIUM,SNS,Ensure SNS topics do not allow "Everyone" to publish.,CQ-AWS-SNS-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SNS-005,Data,MEDIUM,SNS,Ensure SNS topics do not allow "Everyone" to subscribe.,CQ-AWS-SNS-005,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SNS-006,Data,HIGH,SNS,Ensure that Amazon SNS topics are encrypted with KMS Customer Master Keys (CMKs).,CQ-AWS-SNS-006,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SNS-007,Data,HIGH,SNS,Ensure that AWS Simple Notification Service (SNS) topics are not exposed to everyone.,CQ-AWS-SNS-007,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SNS-008,Data,HIGH,SNS,Ensure a SNS topic is created for sending out notifications from Cloudtwatch Alarms and Auto-Scaling Groups,CQ-AWS-SNS-008,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SNS-009,Data,HIGH,SNS,Ensure a SNS topic is created for sending out notifications from RDS events,CQ-AWS-SNS-009,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SQS-001,Data,HIGH,SQS,Ensure Amazon SQS queues enforce Server-Side Encryption (SSE),CQ-AWS-SQS-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SQS-002,Data,MEDIUM,SQS,Ensure AWS SQS queues do not retain a high number of unprocessed messages.,CQ-AWS-SQS-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SQS-003,Data, User,HIGH,SQS,Ensure AWS Simple Queue Service (SQS) queues do not allow unknown cross account access.,CQ-AWS-SQS-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SQS-004,Data,LOW,SQS,Ensure there is a Dead Letter Queue configured for each Amazon SQS queue.,CQ-AWS-SQS-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SQS-005,Data,HIGH,SQS,Ensure SQS queues are encrypted with KMS CMKs to gain full control over data encryption and decryption.,CQ-AWS-SQS-005,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SQS-006,Data,HIGH,SQS,Ensure that AWS Simple Queue Service (SQS) queues are not exposed to everyone.,CQ-AWS-SQS-006,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SSM-001,Data,LOW,SystemsManager,Ensure that all EC2 instances are managed by AWS Systems Manager (SSM) service.,CQ-AWS-SSM-001,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SSM-002,Data,LOW,SystemsManager,Ensure that Amazon SSM parameters that hold sensitive configuration data are encrypted.,CQ-AWS-SSM-002,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SSM-003,Data,LOW,SystemsManager,Ensure that all active sessions in the Session manager do not exceed a set period of time.,CQ-AWS-SSM-003,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-STO-001,Data,HIGH,Storage Gateway,Ensure that your Amazon Storage Gateway file share data is encrypted using KMS Customer Master Keys (CMKs).,CQ-AWS-STO-001,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-STO-002,Data,HIGH,Storage Gateway,Ensure that your Amazon Storage Gateway virtual tapes are encrypted using KMS Customer Master Keys.,CQ-AWS-STO-002,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-STO-003,Data,HIGH,Storage Gateway,Ensure that your Amazon Storage Gateway volumes data is encrypted using KMS Customer Master Keys (CMKs).,CQ-AWS-STO-003,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-001,Data, Network,MEDIUM,VPC,Ensure that the Amazon VPC peering connection configuration is compliant with the desired routing policy.,CQ-AWS-VPC-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-002,Network,HIGH,VPC,Ensure no Network ACLs allow ingress from 0.0.0.0/0 to remote server administration ports,CQ-AWS-VPC-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-003,Network,HIGH,VPC,Ensure the state of your AWS Virtual Private Network (VPN) tunnels is UP,CQ-AWS-VPC-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-004,Network,HIGH,VPC,Ensure that Amazon Network ACL DENY rules are effective within the VPC configuration.,CQ-AWS-VPC-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-005,Network,MEDIUM,VPC,Ensure AWS VPC Managed NAT (Network Address Translation) Gateway service is enabled for high availability (HA).,CQ-AWS-VPC-005,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-007,Network,LOW,VPC,Ensure Virtual Private Cloud (VPC) Flow Logs feature is enabled in all applicable AWS regions,CQ-AWS-VPC-007,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-008,Network,MEDIUM,VPC,Ensure no Amazon Network ACL allows inbound/ingress traffic from all ports.,CQ-AWS-VPC-008,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-009,Network,MEDIUM,VPC,Ensure no Amazon Network ACL allows outbound/egress traffic to all ports.,CQ-AWS-VPC-009,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-010,Network,LOW,VPC,Ensure unused VPC Internet Gateways  are removed to follow best practices.,CQ-AWS-VPC-010,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-011,Network,LOW,VPC,Ensure unused Virtual Private Gateways (VGWs) are removed to follow best practices.,CQ-AWS-VPC-011,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-012,Network,MEDIUM,VPC,Ensure Amazon VPC endpoints do not allow unknown cross account access.,CQ-AWS-VPC-012,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-013,Network,MEDIUM,VPC,Ensure Amazon VPC endpoints are not exposed to everyone.,CQ-AWS-VPC-013,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-014,Network,LOW,VPC,Ensure AWS VPCs are using proper naming conventions to follow AWS tagging best practices.,CQ-AWS-VPC-014,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-015,Network,MEDIUM,VPC,Ensure VPC peering communication is only between AWS accounts, members of the same AWS Organization.,CQ-AWS-VPC-015,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-016,Network,LOW,VPC,Ensure AWS VPNs have always two tunnels active in order to enable redundancy.,CQ-AWS-VPC-016,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-017,Network,LOW,VPC,Ensure unused VPC Egress-Only Internet Gateways are removed to follow best practices.,CQ-AWS-VPC-017,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-018,Network,LOW,VPC,Ensure that a specific NAT gateway is attached to a specific VPC.,CQ-AWS-VPC-018,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-019,Network,HIGH,VPC,Ensure that a specific Internet gateway is attached to a specific VPC.,CQ-AWS-VPC-019,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-020,Network,HIGH,VPC,Ensure subnets for the Web tier are created,CQ-AWS-VPC-020,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-021,Network,HIGH,VPC,Ensure subnets for the App tier are created,CQ-AWS-VPC-021,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-022,Network,HIGH,VPC,Ensure subnets for the Data tier are created,CQ-AWS-VPC-022,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-023,Network,HIGH,VPC,Ensure Elastic IPs for the NAT Gateways are allocated,CQ-AWS-VPC-023,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-024,Network,HIGH,VPC,Ensure NAT Gateways are created in at least 2 Availability Zones,CQ-AWS-VPC-024,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-025,Network,HIGH,VPC,Ensure a route table for the public subnets is created,CQ-AWS-VPC-025,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-026,Network,HIGH,VPC,Ensure a route table for the private subnets is created,CQ-AWS-VPC-026,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-027,Network,HIGH,VPC,Ensure Routing Table associated with Web tier ELB subnet have the default route (0.0.0.0/0) defined to allow connectivity to the VPC Internet Gateway (IGW),CQ-AWS-VPC-027,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-028,Network,HIGH,VPC,Ensure Routing Table associated with Web tier subnet have the default route (0.0.0.0/0) defined to allow connectivity to the VPC NAT Gateway,CQ-AWS-VPC-028,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-029,Network,HIGH,VPC,Ensure Routing Table associated with App tier subnet have the default route (0.0.0.0/0) defined to allow connectivity to the VPC NAT Gateway,CQ-AWS-VPC-029,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-030,Network,HIGH,VPC,Ensure Routing Table associated with Data tier subnet have NO default route (0.0.0.0/0) defined to allow connectivity to the VPC NAT Gateway,CQ-AWS-VPC-030,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-VPC-031,Network,HIGH,VPC,Don't use the default VPC,CQ-AWS-VPC-031,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-EC2-081,Data,MEDIUM,EC2,Ensure unused AWS EC2 key pairs are decommissioned to follow AWS security best practices.,CQ-AWS-EC2-081,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-EC2-082,NA,HIGH,EC2,Ensure that your Amazon EC2 Reserved Instances are being fully utilized.,CQ-AWS-EC2-082,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-EC2-083,NA,LOW,EC2,Ensure all your AWS EC2 instances are of a given instance type (e.g. m3.medium).,CQ-AWS-EC2-083,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,TBD,NA,LOW,EC2,Ensure EC2 dedicated instances are regularly reviewed for cost optimization (informational).,TBD,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-EC2-084,NA,LOW,EC2,Ensure that detailed monitoring is enabled for the AWS EC2 instances that you need to monitor closely.,CQ-AWS-EC2-084,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-EC2-085,NA,LOW,EC2,Ensure your AWS servers are using the latest generation of EC2 instances for price-performance improvements.,CQ-AWS-EC2-085,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-EC2-086,NA,LOW,EC2,Ensure EC2 instances are launched using the EC2-VPC platform instead of EC2-Classic outdated platform.,CQ-AWS-EC2-086,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-EC2-087,NA,HIGH,EC2,Identify any AWS EC2 instances that have scheduled events and take action to resolve them.,CQ-AWS-EC2-087,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-EC2-088,Data,MEDIUM,EC2,Ensure EC2 instances have the required tenancy for security and regulatory compliance requirements.,CQ-AWS-EC2-088,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,TBD,NA,LOW,EC2,Ensure EC2 Reserved Instance purchases are regularly reviewed for cost optimization (informational).,TBD,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-EC2-089,HA,MEDIUM,EC2,Ensure every EC2 instance is launched inside an Auto Scaling Group (ASG) in order to follow AWS reliability and security best practices.,CQ-AWS-EC2-089,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-EC2-090,NA,HIGH,EC2,Identify overutilized EC2 instances and upgrade them to optimize application response time.,CQ-AWS-EC2-090,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,TBD,NA,MEDIUM,EC2,Ensure Amazon EC2 Reserved Instances (RI) are renewed before expiration.,TBD,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-EC2-091,Network,MEDIUM,EC2,Ensure there are no EC2 security groups in your AWS account that open range of ports to allow incoming traffic,CQ-AWS-EC2-091,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,TBD,NA,HIGH,EC2,Identify underutilized EC2 instances and downsize them in order to optimize your AWS costs.,TBD,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,TBD,Network,MEDIUM,ELB,Ensure HTTP/HTTPS applications are using Application Load Balancer instead of Classic Load Balancer for cost and web traffic distribution optimization.,TBD,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-WAF-001,Network,HIGH,WAFv2,Ensure AWS WAF is in use to protect your web applications from common web exploits,CQ-AWS-WAF-001,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-WAF-002,Network,HIGH,WAF,Ensure that logging is enabled for Amazon WAF Classic Web Access Control Lists,CQ-AWS-WAF-002,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-WAF-003,Network,HIGH,WAFv2,Ensure that logging is enabled for Amazon WAFv2 Web Access Control Lists,CQ-AWS-WAF-003,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SNF-001,Data,HIGH,SFN,Ensure the logging is enabled for your AWS Step Fucntion,CQ-AWS-SNF-001,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SFN-002,Data,HIGH,SFN,Ensure that tracing (i.e. Lambda support for Amazon X-Ray service) is enabled for your AWS Step Fucntion,CQ-AWS-SFN-002,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Data,HIGH,Glue,Ensure that at-rest encryption is enabled when writing Amazon Glue logs to CloudWatch Logs.,CQ-AWS-GLU-001,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Data,HIGH,Glue,Ensure that Amazon Glue Data Catalogs enforce data-at-rest encryption using KMS CMKs.,CQ-AWS-GLU-002,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Data,HIGH,Glue,Ensure that Amazon Glue Data Catalog objects and connection passwords are encrypted.,CQ-AWS-GLU-003,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Data,MEDIUM,Glue,Ensure that encryption at rest is enabled for Amazon Glue job bookmarks.,CQ-AWS-GLU-004,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Data,MEDUIM,Glue,Ensure that at-rest encryption is enabled when writing AWS Glue data to Amazon S3.,CQ-AWS-GLU-005,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,ACM,ACM certificates should be configured to use DNS validation.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,APIGateway,Ensure that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,APIGateway,Ensure that API Gateway APIs are associated with a Web Application Firewall.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,AUTOSCALING,Ensure auto scaling groups have notifications active.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,AUTOSCALING,Ensure all Auto Scaling groups are referencing active load balancers.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,AUTOSCALING,Ensure that there are no Amazon AutoScaling groups with suspended processes.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,AUTOSCALING,Ensure all autoscaling groups contain at least 1 instance.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,CloudFormation,Ensure CloudFormation parameters that reference sensitive values are configured to use NoEcho.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,CLOUDTRAIL,Ensure CloudTrail logs are being properly delivered to CloudWatch,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Cloudwatch,Ensure that the CloudWatch Log groups are encrypted using desired encryption level.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Cloudwatch,Ensure that the CloudWatch Log retention period is set above a specified length of time.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Cloudwatch,Ensure metric filters are setup for CloudWatch logs to detect security risks from CloudTrail.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EC2,Ensure the setting for encryption by default is enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EC2,Ensure DLM is used to automate EBS volume snapshots management.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EC2,Ensure EC2 instances have associated keys for password-less SSH login,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EC2,Ensure that VPCs have multiple subnets to provide a layered architecture,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Network,HIGH,EC2,Determine if UDP port 445 for CIFS is open to the public,CQ-AWS-EC2-016,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Network,,EC2,Ensure that defined custom ports are not open to public.,custom rule,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Network,HIGH,EC2,Determine if Docker port 2375 or 2376 is open to the public,CQ-AWS-EC2-016,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Network,HIGH,EC2,Determine if TCP port 8020 for HDFS NameNode metadata service is open to the public,CQ-AWS-EC2-016,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Network,HIGH,EC2,Determine if TCP port 50070 and 50470 for Hadoop/HDFS NameNode WebUI service is open to the public,CQ-AWS-EC2-016,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Network,HIGH,EC2,Determine if TCP port 5601 for Kibana is open to the public,CQ-AWS-EC2-016,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Network,HIGH,EC2,Determine if TCP port 1522 for Oracle Auto Data Warehouse is open to the public,CQ-AWS-EC2-016,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Network,HIGH,EC2,Determine if TCP ports 4505 or 4506 for the Salt master are open to the public,CQ-AWS-EC2-016,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Network,HIGH,EC2,Determine if TCP port 5500 for VNC Client is open to the public,CQ-AWS-EC2-016,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Network,HIGH,EC2,Determine if TCP port 5900 for VNC Server is open to the public,CQ-AWS-EC2-016,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Network,LOW,VPC,Ensure VPC PrivateLink endpoints require acceptance,CQ-AWS-VPC-032,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Network,LOW,VPC,Ensure that there are instances attached to every subnet.,CQ-AWS-VPC-033,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Data,MEDIUM,ECR,Ensure that the images in ECR repository are encrypted using desired encryption level.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,Data,MEDIUM,ECR,Ensure ECR repository image tags cannot be overwritten,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,LOW,EKS,Ensure that EKS clusters are using latest platform version.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,LOW,EKS,Ensure all EKS cluster logs are being sent to CloudWatch,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,MEDIUM,EKS,Ensure EKS clusters are configured to enable envelope encryption of Kubernetes secrets using KMS.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,MEDIUM,EKS,Ensure the EKS control plane only allows inbound traffic on port 443.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,ElastiCache,Ensure that all your AWS ElastiCache reserved nodes have corresponding cache nodes running within the same account of an AWS Organization.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,LOW,ELASTICBEANSTALK,Ensure that AWS Elastic Beanstalk environment logs are retained and saved on S3.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,HIGH,ELB,Ensure ELBs are configured to only accept +,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,LOW,ELBV2,Ensure that AWS ELBv2 target groups have deregistration delay configured.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,HIGH,ELBV2,Ensure ELBs are configured to only accept +,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,LOW,ELBV2,Detects ELBs that have no target groups attached,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,HIGH,ELBV2,Ensure that all Application Load Balancers have WAF enabled.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,HIGH,ES,Ensure ElasticSearch domains are configured to enforce HTTPS connections,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,LOW,ES,Ensure ElasticSearch domains are configured to log data to CloudWatch,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,MEDIUM,ES,Ensure ElasticSearch domains require IAM Authentication,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,MEDIUM,ES,Ensure ElasticSearch domain is using the latest security policy to only allow TLS v1.2,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,MEDIUM,EVENTBRIDGE,Ensure that EventBridge event bus is configured to allow access to whitelisted AWS account principals.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,LOW,IAM,Ensure IAM roles that have not been used within 90 days are deleted.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,MEDIUM,IAM,Ensure that an IAM role group or user exists with specific permissions to access support center.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,IAM,Ensure all IAM user names match the given regex,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,IAM,Ensure that at least one IAM user exists so that access to your AWS services and resources is made only through IAM users instead of the root account.,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,IAM,Ensure IAM policies are not connected directly to IAM users,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,IAM,Detects users with password logins that have not been used  +,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,KMS,Checks AWS services to ensure the default KMS key is not being used,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
